"rank","personName","finalWorth","age","country","industries","selfMade","gdp_country","gross_tertiary_education_enrollment","tax_revenue_country","total_tax_rate_country","population_country","female"
2133,"Martin Moller Nielsen",1300,58,"Switzerland","Logistics",1,703.08243536,59.6,10.1,28.8,8.574832,0
2133,"Jahm Najafi",1300,60,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Randal Nardone",1300,67,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Nguyen Dang Quang",1300,59,"Vietnam","Food & Beverage",1,261.921244843,28.5,19.1,37.6,96.462106,0
2133,"Kazuo Okada",1300,80,"Japan","Gambling & Casinos",1,5081.76954238,63.2,11.9,46.7,126.226568,0
2133,"John Oyler",1300,55,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"George Pedersen & family",1300,87,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Qu Miranda",1300,38,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,1
2133,"Jupally Rameshwar Rao",1300,67,"India","Real Estate",1,2611,28.1,11.2,49.7,1366.417754,0
2133,"G. M. Rao",1300,72,"India","Logistics",1,2611,28.1,11.2,49.7,1366.417754,0
2133,"P.V. Ramprasad Reddy",1300,65,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
2133,"Satish Reddy",1300,55,"India","Healthcare",0,2611,28.1,11.2,49.7,1366.417754,0
2133,"Fernando Roig",1300,75,"Spain","Fashion & Retail",0,1394.116310769,88.9,14.2,47,47.076781,0
2133,"Igor Rotenberg",1300,49,"Russia","Diversified",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2133,"Seifeddin Rustamov",1300,60,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Deniz Sahenk",1300,77,"Turkey","Diversified",0,754.411708203,23.9,17.9,42.3,83.429615,1
2133,"Nobutada Saji",1300,77,"Japan","Food & Beverage",0,5081.76954238,63.2,11.9,46.7,126.226568,0
2133,"Hajime Satomi",1300,81,"Japan","Gambling & Casinos",1,5081.76954238,63.2,11.9,46.7,126.226568,0
2133,"James Scapa",1300,66,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Devi Shetty",1300,70,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
2133,"Albert Shigaboutdinov",1300,70,"Russia","Diversified",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2133,"Denis Shtengelov",1300,50,"Australia","Food & Beverage",1,1392.680589329,113.1,23,47.4,25.766605,0
2133,"Fei Song",1300,56,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Hal Steinbrenner",1300,54,"United States","Sports",0,21427.7,88.2,9.6,36.6,328.239523,0
2133,"Jessica Steinbrenner",1300,59,"United States","Sports",0,21427.7,88.2,9.6,36.6,328.239523,1
2133,"Jennifer Steinbrenner Swindal",1300,63,"United States","Sports",0,21427.7,88.2,9.6,36.6,328.239523,1
2133,"Konstantin Strukov & family",1300,64,"Russia","Metals & Mining",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2133,"Rustem Sulteev",1300,69,"Russia","Energy",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2133,"Clemens Toennies",1300,66,"Germany","Food & Beverage",1,3845.630030824,70.2,11.5,48.8,83.132799,0
2133,"Robert Toennies",1300,44,"Germany","Food & Beverage",0,3845.630030824,70.2,11.5,48.8,83.132799,0
2133,"John Van Lieshout",1300,77,"Australia","Real Estate",1,1392.680589329,113.1,23,47.4,25.766605,0
2133,"Pongsak Viddayakorn",1300,89,"Thailand","Healthcare",1,543.649976166,49.3,14.9,29.5,69.625582,0
2133,"Wang Jianguo",1300,63,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Junjin Wang",1300,54,"China","Service",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Wang Mingwang",1300,55,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Wei Lidong & family",1300,47,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Wu Xiaoge",1300,50,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,1
2133,"Wu Xushun & family",1300,74,"China","Diversified",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Xiong Xiaochuan",1300,57,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Xu Shaochun",1300,60,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Yan Jane & family",1300,53,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,1
2133,"Zeng Chaoyi",1300,54,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Peng Zhao",1300,52,"China","Service",1,19910,50.6,9.4,59.2,1397.715,0
2133,"Kostyantin Zhevago",1300,49,"Ukraine","Metals & Mining",1,153.781069118,82.7,20.1,45.2,44.385155,0
2259,"Sanjay Agarwal",1200,52,"India","Finance & Investments",1,2611,28.1,11.2,49.7,1366.417754,0
2259,"Hamad bin Jassim bin Jaber Al Thani",1200,63,"Qatar","Finance & Investments",0,183.466208791,17.9,14.7,11.3,2.832067,0
2259,"Joao Alves de Queiroz Filho",1200,70,"Brazil","Diversified",1,1839.758040766,51.3,14.2,65.1,212.559417,0
2259,"Jose Maria Aristrain",1200,60,"Switzerland","Metals & Mining",0,703.08243536,59.6,10.1,28.8,8.574832,0
2259,"Michael Arougheti",1200,50,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Tope Awotona",1200,41,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Mehmet Aydinlar",1200,66,"Turkey","Healthcare",1,754.411708203,23.9,17.9,42.3,83.429615,0
2259,"Danna Azrieli",1200,55,"Israel","Real Estate",0,395.098666122,63.4,23.1,25.3,9.0533,1
2259,"Naomi Azrieli",1200,57,"Canada","Real Estate",0,1736.42562952,68.9,12.8,24.5,36.991981,1
2259,"Sharon Azrieli",1200,62,"Canada","Real Estate",0,1736.42562952,68.9,12.8,24.5,36.991981,1
2259,"Bai Houshan",1200,59,"China","Energy",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Thomas Bailey",1200,86,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Bernhard Braun-Luedicke",1200,46,"Germany","Healthcare",0,3845.630030824,70.2,11.5,48.8,83.132799,0
2259,"Eva Maria Braun-Luedicke",1200,36,"Germany","Healthcare",0,3845.630030824,70.2,11.5,48.8,83.132799,1
2259,"Friederike Braun-Luedicke",1200,39,"Germany","Healthcare",0,3845.630030824,70.2,11.5,48.8,83.132799,1
2259,"Jeffrey Cheah",1200,78,"Malaysia","Real Estate",1,364.701517788,45.1,12,38.7,32.447385,0
2259,"Chen Xianbao & family",1200,63,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Cheng Xianfeng",1200,54,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Chung Yong-jin",1200,54,"South Korea","Fashion & Retail",0,2029,94.3,15.6,33.2,51.709098,0
2259,"Darwin Deason",1200,82,"United States","Service",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Diego Della Valle",1200,69,"Italy","Fashion & Retail",0,2001.244392042,61.9,24.3,59.1,60.297396,0
2259,"Ashwin Desai",1200,71,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,0
2259,"Richard Desmond",1200,71,"United Kingdom","Media & Entertainment",1,2827.113184696,60,25.5,30.6,66.834405,0
2259,"Ding Shui Po",1200,52,"China","Fashion & Retail",0,19910,50.6,9.4,59.2,1397.715,0
2259,"Sefik Yilmaz Dizdar",1200,85,"Turkey","Fashion & Retail",1,754.411708203,23.9,17.9,42.3,83.429615,0
2259,"Mathias Doepfner",1200,60,"Germany","Media & Entertainment",0,3845.630030824,70.2,11.5,48.8,83.132799,0
2259,"Farhad Ebrahimi",1200,84,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Jose Roberto Ermirio de Moraes",1200,65,"Brazil","Diversified",0,1839.758040766,51.3,14.2,65.1,212.559417,0
2259,"Jose Ermirio de Moraes Neto",1200,70,"Brazil","Diversified",0,1839.758040766,51.3,14.2,65.1,212.559417,0
2259,"Fang Hongbo",1200,56,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"David Feffer",1200,66,"Brazil","Manufacturing",0,1839.758040766,51.3,14.2,65.1,212.559417,0
2259,"Zsolt Felcsuti",1200,51,"Hungary","Manufacturing",1,160.967157504,48.5,23,37.9,9.769949,0
2259,"Ben Francis",1200,30,"United Kingdom","Fashion & Retail",1,2827.113184696,60,25.5,30.6,66.834405,0
2259,"Gary Friedman",1200,65,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Dan Gertler",1200,49,"Israel","Metals & Mining",0,395.098666122,63.4,23.1,25.3,9.0533,0
2259,"Balkrishan Goenka",1200,56,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,0
2259,"Lawrence Golub",1200,63,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Saroj Rani Gupta",1200,72,"India","Manufacturing",1,2611,28.1,11.2,49.7,1366.417754,1
2259,"Anthony Hall",1200,67,"Australia","Technology",1,1392.680589329,113.1,23,47.4,25.766605,0
2259,"Fahed Hariri",1200,42,"United Kingdom","Construction & Engineering",0,2827.113184696,60,25.5,30.6,66.834405,0
2259,"Richard Hayne",1200,75,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Michael Heine",1200,73,"Australia","Finance & Investments",1,1392.680589329,113.1,23,47.4,25.766605,0
2259,"Orion Hindawi",1200,43,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Huang Guanlin",1200,58,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Sam Hupert",1200,68,"Australia","Technology",1,1392.680589329,113.1,23,47.4,25.766605,0
2259,"Mohammed Ibrahim",1200,76,"United Kingdom","Telecom",1,2827.113184696,60,25.5,30.6,66.834405,0
2259,"David Kaplan",1200,55,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Kim Kardashian",1200,42,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,1
2259,"Ke Guihua",1200,57,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Ke Yunfeng & family",1200,56,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Alexander Klyachin",1200,55,"Russia","Real Estate",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2259,"Suresh Krishna",1200,86,"India","Automotive",0,2611,28.1,11.2,49.7,1366.417754,0
2259,"Guy Laliberté",1200,63,"Canada","Media & Entertainment",1,1736.42562952,68.9,12.8,24.5,36.991981,0
2259,"Lee Su-jin",1200,45,"South Korea","Technology",1,2029,94.3,15.6,33.2,51.709098,0
2259,"Li Guoqing",1200,53,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Li Li",1200,59,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Li Ruiqiang",1200,43,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Zhen Li & family",1200,59,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Guangwei Liang",1200,59,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Frederic Luddy",1200,68,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Cargill MacMillan, III.",1200,63,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
2259,"John MacMillan",1200,73,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Martha MacMillan",1200,71,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,1
2259,"William MacMillan",1200,68,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Keshub Mahindra",1200,99,"India","Diversified",0,2611,28.1,11.2,49.7,1366.417754,0
2259,"Mao Zhongwu",1200,60,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Jorge Mas",1200,60,"United States","Construction & Engineering",0,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Lorinc Meszaros",1200,57,"Hungary","Diversified",1,160.967157504,48.5,23,37.9,9.769949,0
2259,"Jeffrey Michael & family",1200,66,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Alan Miller & family",1200,85,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Neide Helena de Moraes",1200,68,"Brazil","Diversified",0,1839.758040766,51.3,14.2,65.1,212.559417,1
2259,"Scott Nuttall",1200,50,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Axel Oberwelland & family",1200,56,"Germany","Food & Beverage",0,3845.630030824,70.2,11.5,48.8,83.132799,0
2259,"Jonathan Oringer",1200,48,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Vitaly Orlov",1200,58,"Russia","Food & Beverage",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2259,"Jose Isaac Peres & family",1200,82,"Brazil","Real Estate",1,1839.758040766,51.3,14.2,65.1,212.559417,0
2259,"Markus Persson",1200,43,"Sweden","Media & Entertainment",1,530.832908738,67,27.9,49.1,10.285453,0
2259,"Mark Pincus",1200,57,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Murdaya Poo",1200,82,"Indonesia","Diversified",0,1119.190780753,36.3,10.2,30.1,270.203917,0
2259,"Forrest Preston",1200,90,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Qian Ying",1200,57,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,1
2259,"Jimmy Rane",1200,76,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Andrei Rappoport",1200,59,"Switzerland","Finance & Investments",1,703.08243536,59.6,10.1,28.8,8.574832,0
2259,"Bennett Rosenthal",1200,59,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Atul Ruia",1200,52,"India","Real Estate",0,2611,28.1,11.2,49.7,1366.417754,0
2259,"Thomas Sandell",1200,62,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
2259,"Dhruv Sawhney",1200,78,"United Arab Emirates","Construction & Engineering",0,421.142267938,36.8,0.1,15.9,9.770529,0
2259,"Gerald Schwartz",1200,81,"Canada","Finance & Investments",1,1736.42562952,68.9,12.8,24.5,36.991981,0
2259,"Antonio Luiz Seabra",1200,80,"United Kingdom","Fashion & Retail",1,2827.113184696,60,25.5,30.6,66.834405,0
2259,"Eric Ya Shen",1200,52,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Sytse 'Sid' Sijbrandij",1200,43,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Alexander Sixt",1200,43,"Germany","Automotive",0,3845.630030824,70.2,11.5,48.8,83.132799,0
2259,"Konstantin Sixt",1200,40,"Germany","Automotive",0,3845.630030824,70.2,11.5,48.8,83.132799,0
2259,"Edwin Soeryadjaya",1200,73,"Indonesia","Energy",0,1119.190780753,36.3,10.2,30.1,270.203917,0
2259,"Abhay Soi",1200,49,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
2259,"Mike Speiser",1200,52,"United Kingdom","Technology",1,2827.113184696,60,25.5,30.6,66.834405,0
2259,"Marco Squinzi",1200,51,"Italy","Construction & Engineering",0,2001.244392042,61.9,24.3,59.1,60.297396,0
2259,"Veronica Squinzi",1200,51,"Italy","Construction & Engineering",0,2001.244392042,61.9,24.3,59.1,60.297396,1
2259,"Michael Steinhardt",1200,82,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Ion Stoica",1200,58,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Eddy Sugianto",1200,77,"Indonesia","Metals & Mining",1,1119.190780753,36.3,10.2,30.1,270.203917,0
2259,"Luc Tack",1200,61,"Belgium","Manufacturing",1,529.606710418,79.7,24,55.4,11.484055,0
2259,"Tony Tan Caktiong",1200,70,"Philippines","Food & Beverage",1,376.79550868,35.5,14,43.1,108.116615,0
2259,"Xiuguo Tang",1200,59,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Sam Tarascio",1200,78,"Australia","Real Estate",1,1392.680589329,113.1,23,47.4,25.766605,0
2259,"Lina Tombolato",1200,75,"Italy","Finance & Investments",0,2001.244392042,61.9,24.3,59.1,60.297396,1
2259,"Ching Bor Tung",1200,60,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Joop van den Ende",1200,81,"Netherlands","Media & Entertainment",1,909.070395161,85,23,41.2,17.33285,0
2259,"Ruben Vardanyan & family",1200,54,"Armenia","Finance & Investments",1,13.672802158,54.6,20.9,22.6,2.957731,0
2259,"Sandro Veronesi & family",1200,63,"Italy","Fashion & Retail",1,2001.244392042,61.9,24.3,59.1,60.297396,0
2259,"Thongma Vijitpongpun",1200,65,"Thailand","Real Estate",1,543.649976166,49.3,14.9,29.5,69.625582,0
2259,"Wang Xiaoshen",1200,54,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"J. Wayne Weaver",1200,87,"United States","Diversified",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Drorit Wertheim",1200,67,"Israel","Food & Beverage",0,395.098666122,63.4,23.1,25.3,9.0533,1
2259,"Cameron Winklevoss",1200,41,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Tyler Winklevoss",1200,41,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Wu Yonghua",1200,52,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Xia Xinde",1200,58,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Wenbo Xiang",1200,60,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Xu Jin",1200,58,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Xu Shijun & family",1200,60,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Wanmao Xu",1200,78,"China","Service",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Xu Yuejuan",1200,61,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,1
2259,"Vadim Yakunin",1200,60,"Russia","Healthcare",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2259,"Yang Yunyun",1200,46,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,1
2259,"Matei Zaharia",1200,37,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2259,"Zan Shengda",1200,60,"China","Diversified",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Zhang Xuezheng",1200,47,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Zhang Yin",1200,66,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,1
2259,"Ning Zhao",1200,56,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,1
2259,"Zhou Wen & family",1200,58,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2259,"Zhu Xingliang",1200,63,"China","Construction & Engineering",1,19910,50.6,9.4,59.2,1397.715,0
2405,"Hari Krishan Agarwal",1100,66,"India","Fashion & Retail",1,2611,28.1,11.2,49.7,1366.417754,0
2405,"Farkhad Akhmedov",1100,67,"Russia","Energy",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2405,"Joseph Bae",1100,51,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2405,"Abigail Bennett",1100,42,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,1
2405,"Sara Blakely",1100,52,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,1
2405,"Lloyd Blankfein",1100,68,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2405,"Henadiy Boholyubov",1100,61,"Ukraine","Diversified",1,153.781069118,82.7,20.1,45.2,44.385155,0
2405,"Stephane Bonvin",1100,56,"Switzerland","Real Estate",1,703.08243536,59.6,10.1,28.8,8.574832,0
2405,"Oleg Boyko",1100,58,"Switzerland","Diversified",1,703.08243536,59.6,10.1,28.8,8.574832,0
2405,"Ryan Breslow",1100,28,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
2405,"Thomas Bruch",1100,72,"Germany","Fashion & Retail",0,3845.630030824,70.2,11.5,48.8,83.132799,0
2405,"Marina Budiman",1100,61,"Indonesia","Technology",1,1119.190780753,36.3,10.2,30.1,270.203917,1
2405,"Pradip Burman",1100,80,"India","Food & Beverage",0,2611,28.1,11.2,49.7,1366.417754,0
2405,"Cao Kejian",1100,60,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2405,"Giuliana Caprotti",1100,82,"Italy","Food & Beverage",0,2001.244392042,61.9,24.3,59.1,60.297396,1
2405,"Marina Caprotti",1100,45,"Italy","Food & Beverage",0,2001.244392042,61.9,24.3,59.1,60.297396,1
2405,"Chang Jing",1100,40,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
2405,"Chen Baohua",1100,61,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2405,"Gang Chen",1100,55,"China","Energy",1,19910,50.6,9.4,59.2,1397.715,0
2405,"Liying Chen",1100,47,"China","Logistics",1,19910,50.6,9.4,59.2,1397.715,1
2405,"Chen Xueling",1100,55,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,1
2405,"Cheng Lili",1100,58,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
2405,"Weili Dai",1100,61,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,1
2405,"Deng Yingzhong",1100,72,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
2405,"Shlomo Eliahu",1100,87,"Israel","Finance & Investments",1,395.098666122,63.4,23.1,25.3,9.0533,0
2405,"Henry Engelhardt",1100,65,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
2405,"Gabriel Escarrer",1100,88,"Spain","Service",1,1394.116310769,88.9,14.2,47,47.076781,0
2405,"Daniel Feffer",1100,63,"Brazil","Manufacturing",0,1839.758040766,51.3,14.2,65.1,212.559417,0
2405,"Ruben Feffer",1100,53,"Brazil","Manufacturing",0,1839.758040766,51.3,14.2,65.1,212.559417,0
2405,"Gleb Fetisov",1100,56,"Cyprus","Telecom",1,24.564647935,75.9,24.5,22.4,1.198575,0
2405,"Paul Fireman",1100,79,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
2405,"Robert Fisher",1100,69,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
2405,"Bernd Freier",1100,66,"Germany","Fashion & Retail",1,3845.630030824,70.2,11.5,48.8,83.132799,0
2405,"Donald Friese",1100,82,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
2405,"Gan Zhongru",1100,74,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
2405,"Rahul Gautam",1100,70,"India","Fashion & Retail",0,2611,28.1,11.2,49.7,1366.417754,0
2405,"David Golub",1100,60,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
2405,"Pavel Golubkov",1100,47,"Russia","Real Estate",1,1699.876578871,81.9,11.4,46.2,144.373535,0
2405,"Said Gutseriev",1100,34,"United Kingdom","Energy",0,2827.113184696,60,25.5,30.6,66.834405,0
2405,"He Zuxun",1100,57,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
2405,"David Hindawi",1100,78,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
